,Price,ram_in_gb,ddr_version,gen_type,size_in_inches,SSD,HDD,processor_name_name_encoded,OS_name_encoded,disk_drive_name_encoded,touchscreen_name_encoded,company_name_encoded,graphic_card_name_encoded
144,30938180.0,8,4,10,15.6,256,0,1,3,3,0,9,1
145,22566180.0,16,5,0,15.6,512,0,0,3,3,0,2,0
146,12010180.0,16,5,10,15.6,512,0,1,3,3,0,2,0
147,3092180.0,8,4,10,14.0,1000,0,1,3,3,0,12,0
148,7278180.0,4,4,0,11.6,512,0,0,3,3,0,0,0
149,4093180.0,2,3,10,15.6,512,0,1,0,3,0,6,0
150,13102180.0,8,5,7,15.6,1000,0,1,3,3,0,9,1
151,10008180.0,4,4,10,15.6,512,0,1,3,3,0,6,0
152,14558180.0,16,4,10,15.6,256,0,1,3,3,0,9,1
153,58693180.0,8,4,10,15.6,1000,0,1,2,3,0,1,0
154,5094180.0,16,4,10,16.0,512,0,1,3,3,0,7,0
155,9553180.0,32,3,10,15.6,512,0,1,3,3,0,6,0
156,13648180.0,8,4,10,15.6,512,0,1,3,3,0,14,0
157,10628618.0,8,4,0,15.6,1000,0,0,3,3,0,8,0
158,6186180.0,16,4,10,15.6,1000,0,1,3,3,0,0,0
159,10918180.0,16,4,10,15.6,256,0,1,3,3,0,6,0
160,13447980.0,8,5,0,14.0,512,0,0,3,3,0,4,0
161,38582180.0,16,4,10,16.0,512,0,1,3,3,0,2,0
162,12010180.0,16,4,10,15.6,512,0,1,3,3,0,5,1
163,3456180.0,16,5,0,15.6,256,0,0,3,3,0,12,0
164,10008180.0,16,4,0,11.6,512,0,0,3,3,0,13,0
165,51959180.0,4,4,10,14.0,512,0,1,2,3,0,1,0
166,9098180.0,16,4,10,14.0,512,0,1,3,3,0,2,0
167,6186180.0,32,3,0,15.6,512,0,0,3,3,0,8,0
168,41858180.0,8,5,10,15.0,512,0,1,3,3,0,2,0
169,9989980.0,8,4,10,14.0,512,0,1,3,3,1,6,0
170,3092180.0,32,5,0,15.6,256,1000,0,3,0,0,12,0
171,10008180.0,8,4,0,11.6,512,0,0,3,3,0,6,0
172,10128664.0,4,4,0,15.6,1000,0,0,3,3,0,4,0
173,50958180.0,8,4,10,15.6,512,0,1,3,3,0,2,0
174,14467180.0,8,4,0,15.6,256,0,0,3,3,0,6,0
175,7769580.0,8,4,10,16.0,512,0,1,3,3,0,4,0
176,9553180.0,32,5,10,14.0,256,0,1,3,3,1,6,0
177,10918180.0,16,4,0,14.0,512,0,0,3,3,0,6,0
178,13648180.0,8,4,0,15.6,512,0,0,3,3,0,9,0
179,7809074.0,8,4,0,14.0,2000,0,0,3,3,0,4,0
180,3456180.0,16,4,10,15.6,512,0,1,3,3,0,12,0
181,7096180.0,8,4,10,14.0,512,0,1,3,3,0,8,0
